Title,US_Gross,Worldwide_Gross,Production_Budget,Release_Date,MPAA_Rating,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Normalized_Release_Date
Hero,19487173,66787173,42000000,2-Oct-92,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Stephen Frears,0,6.4,323,02-10-1992
Heroes,655538,655538,400000,24-Oct-08,R,Eros Entertainment,Original Screenplay,Adventure,Contemporary Fiction,,0,6.1,505,24-10-2008
Hey Arnold! The Movie,13684949,13684949,10000000,28-Jun-02,PG,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,30,5.3,1629,28-06-2002
Hidalgo,67286731,107336658,78000000,5-Mar-04,PG-13,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,46,6.6,23604,05-03-2004
Hide and Seek,51100486,123100486,25000000,28-Jan-05,R,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,12,5.6,30891,28-01-2005
High Anxiety,31063038,31063038,3400000,23-Dec-77,,,,,,Mel Brooks,73,6.5,7025,23-12-1977
High Crimes,41543207,63781100,42000000,5-Apr-02,PG-13,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Carl Franklin,31,6.1,14428,05-04-2002
High Fidelity,27277055,47881663,20000000,31-Mar-00,R,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Stephen Frears,92,7.6,69740,31-03-2000
High Heels and Low Lifes,226792,226792,10000000,26-Oct-01,R,Walt Disney Pictures,,,,,20,6.1,2205,26-10-2001
High Noon,8000000,8000000,730000,1952-01-01,,,,,,Fred Zinnemann,95,8.3,34163,01-01-1952
High Plains Drifter,15700000,15700000,15700000,1-Jan-72,,Universal,Original Screenplay,Western,Historical Fiction,Clint Eastwood,0,7.6,15718,01-01-1972
High School Musical 3: Senior Year,90556401,251056401,11000000,24-Oct-08,G,Walt Disney Pictures,Based on TV,Musical,Contemporary Fiction,,66,3.7,18587,24-10-2008
High Tension,3681066,5208449,2850000,10-Jun-05,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,0,5.4,165,10-06-2005
Highlander,5900000,12900000,16000000,7-Mar-86,R,20th Century Fox,Original Screenplay,Action,Fantasy,Russell Mulcahy,66,7.2,40802,07-03-1986
Highlander III: The Sorcerer,13738574,13738574,26000000,27-Jan-95,PG-13,Miramax,Original Screenplay,Action,Fantasy,,0,3.8,7763,27-01-1995
Highlander: Endgame,12801190,12801190,15000000,1-Sep-00,R,Miramax/Dimension,Original Screenplay,Action,Fantasy,,0,4.3,8421,01-09-2000
His Dark Materials: The Golden Compass,70107728,372234864,205000000,1-Dec-07,PG-13,New Line,Based on Book/Short Story,Adventure,Fantasy,Chris Weitz,0,0.0,0,01-12-2007
History of the World: Part I,31672000,31672000,11000000,12-Jun-81,,20th Century Fox,Original Screenplay,Comedy,Historical Fiction,Mel Brooks,0,6.5,16691,12-06-1981
Hitch,177784257,366784257,55000000,11-Feb-05,PG-13,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Andy Tennant,69,5.7,89,11-02-2005
Hitman,39687694,99965792,17500000,21-Nov-07,R,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,14,6.8,520,21-11-2007
Hocus Pocus,39360491,39360491,28000000,16-Jul-93,,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,,29,6.0,15893,16-07-1993
Holes,67383924,72383924,20000000,18-Apr-03,PG,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Andrew Davis,77,7.1,19388,18-04-2003
Hollow Man,73209340,191200000,90000000,4-Aug-00,R,Sony Pictures,Original Screenplay,Horror,Science Fiction,Paul Verhoeven,28,5.5,41499,04-08-2000
Hollywood Ending,4839383,14839383,16000000,3-May-02,PG-13,Dreamworks SKG,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,46,6.3,10486,03-05-2002
Hollywood Homicide,30207785,51107785,75000000,13-Jun-03,PG-13,Sony/Columbia,Original Screenplay,Action,Contemporary Fiction,Ron Shelton,30,5.2,16452,13-06-2003
Hollywood Shuffle,5228617,5228617,100000,1-Mar-87,,,,,,,87,6.8,1532,01-03-1987
Holy Girl,304124,1261792,1400000,29-Apr-05,R,Fine Line,Original Screenplay,Drama,,,0,0.0,0,29-04-2005
Holy Man,12069719,12069719,60000000,9-Oct-98,PG,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Stephen Herek,12,4.7,9105,09-10-1998
Home Alone,285761243,476684675,15000000,16-Nov-90,PG,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Chris Columbus,47,7.0,79080,16-11-1990
Home Alone 2: Lost in New York,173585516,358994850,20000000,20-Nov-92,PG,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Chris Columbus,21,5.8,51408,20-11-1992
Home Fries,10513979,10513979,15000000,25-Nov-98,PG-13,Warner Bros.,Original Screenplay,Black Comedy,Contemporary Fiction,,31,4.7,4806,25-11-1998
Home Movies,89134,89134,400000,16-May-80,,,,,,,0,5.3,291,16-05-1980
Home on the Range,50026353,76482461,110000000,2-Apr-04,PG,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,,54,5.4,4772,02-04-2004
Honey,30272254,62192232,18000000,5-Dec-03,PG-13,Universal,Original Screenplay,Drama,Contemporary Fiction,Bille Woodruff,20,4.6,13026,05-12-2003
Hoodwinked,51386611,110011106,17500000,16-Dec-05,PG,Weinstein Co.,Traditional/Legend/Fairytale,Comedy,Fantasy,,0,6.7,20461,16-12-2005
Hook,119654823,300854823,70000000,11-Dec-91,,Sony Pictures,Based on Book/Short Story,Adventure,Kids Fiction,Steven Spielberg,24,6.2,60159,11-12-1991
Hoop Dreams,7768371,11768371,700000,14-Oct-94,PG-13,Fine Line,Based on Real Life Events,Documentary,Factual,,98,8.0,9492,14-10-1994
Hoot,8117637,8224998,15000000,5-May-06,PG,New Line,Based on Book/Short Story,Comedy,Contemporary Fiction,,26,5.3,2830,05-05-2006
Hope Floats,60110313,81529000,30000000,29-May-98,PG-13,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Forest Whitaker,23,5.3,9168,29-05-1998
Horton Hears a Who,154529439,297133947,85000000,14-Mar-08,G,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,,0,7.2,31323,14-03-2008
Hostage,34636443,77636443,75000000,11-Mar-05,R,Miramax,Based on Book/Short Story,Action,Contemporary Fiction,,0,7.3,3070,11-03-2005
Hostel,47326473,80578934,4800000,6-Jan-06,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,0,5.7,64642,06-01-2006
Hostel: Part II,17544812,33606409,7500000,8-Jun-07,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,45,5.4,31511,08-06-2007
Hot Fuzz,23618786,79197493,16000000,20-Apr-07,R,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Edgar Wright,91,8.0,129779,20-04-2007
Hot Rod,13938332,14334401,25000000,3-Aug-07,PG-13,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,40,6.5,22250,03-08-2007
Hotel Rwanda,23519128,33919128,17500000,22-Dec-04,PG-13,MGM,Original Screenplay,Drama,Dramatization,,90,8.3,92106,22-12-2004
House Party 2,19438638,19438638,5000000,23-Oct-91,,New Line,Original Screenplay,Comedy,Contemporary Fiction,,25,4.3,1596,23-10-1991
"House of 1,000 Corpses",12634962,16829545,7000000,11-Apr-03,R,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,0,5.5,3311,11-04-2003
House of Flying Daggers,11050094,92863945,12000000,3-Dec-04,PG-13,Sony Pictures Classics,Original Screenplay,Action,Historical Fiction,Yimou Zhang,0,0.0,0,03-12-2004
House of Sand and Fog,13005485,16157923,16500000,19-Dec-03,R,Dreamworks SKG,Based on Book/Short Story,Drama,Contemporary Fiction,,75,7.8,29777,19-12-2003
House of Wax,23800000,23800000,658000,10-Apr-53,R,,,,,,94,5.4,32159,10-04-1953
House on Haunted Hill,40846082,40846082,19000000,29-Oct-99,R,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,William Malone,25,5.2,22795,29-10-1999
Housefull,1183658,14883658,10100000,30-Apr-10,,Eros Entertainment,,,,,0,4.6,687,30-04-2010
How Do You Know?,0,0,90000000,17-Dec-10,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,0,0.0,0,17-12-2010
How Green Was My Valley,0,0,1250000,28-Oct-41,,20th Century Fox,Based on Book/Short Story,,,John Ford,88,7.9,7420,28-10-2041
How High,31155435,31260435,12000000,21-Dec-01,R,Universal,Original Screenplay,Comedy,Contemporary Fiction,,27,5.5,14470,21-12-2001
How Stella Got Her Groove Back,37672944,37672944,20000000,14-Aug-98,R,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,,49,5.1,3080,14-08-1998
How the Grinch Stole Christmas,260044825,345141403,123000000,17-Nov-00,PG,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53,5.7,40310,17-11-2000
How to Deal,14108518,14108518,16000000,18-Jul-03,PG-13,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,,29,5.4,5292,18-07-2003
How to Lose Friends & Alienate People,2775593,12031443,28000000,3-Oct-08,R,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,,36,6.7,25756,03-10-2008
How to Lose a Guy in 10 Days,105807520,177079973,50000000,7-Feb-03,PG-13,Paramount Pictures,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Donald Petrie,43,6.1,33866,07-02-2003
How to Train Your Dragon,217581231,491581231,165000000,26-Mar-10,PG,Paramount Pictures,Based on Book/Short Story,Comedy,Fantasy,,98,8.2,28556,26-03-2010
Howard the Duck,16295774,16295774,30000000,1-Aug-86,,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,,16,4.1,16051,01-08-1986
Hud,10000000,10000000,2500000,29-May-63,,,,,,Martin Ritt,79,3.4,93,29-05-1963
Hudson Hawk,17218916,17218916,65000000,24-May-91,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Michael Lehmann,20,5.3,21920,24-05-1991
Hulk,132177234,245360480,137000000,20-Jun-03,PG-13,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Ang Lee,62,5.7,70844,20-06-2003
Hum to Mohabbt Karega,121807,121807,2000000,26-May-00,Not Rated,,,Drama,,,0,3.6,74,26-05-2000
Human Traffic,104257,5422740,3300000,5-May-00,R,Miramax,,,,,0,6.6,9455,05-05-2000
Hurricane Streets,334041,367582,500000,13-Feb-98,,MGM,,Drama,,,0,0.0,0,13-02-1998
Hustle & Flow,22202809,23563727,2800000,22-Jul-05,R,Paramount Vantage,Original Screenplay,Drama,Contemporary Fiction,,0,7.5,18688,22-07-2005
Hybrid,162605,162605,200000,10-May-02,Not Rated,Indican Pictures,Based on Real Life Events,Documentary,Factual,,0,2.2,380,10-05-2002
I Am Sam,40270895,40270895,22000000,28-Dec-01,PG-13,New Line,Original Screenplay,Drama,Contemporary Fiction,,34,7.4,36448,28-12-2001
I Come with the Rain,0,627422,18000000,,,,,,,,0,5.2,618,
I Dreamed of Africa,6543194,6543194,34000000,5-May-00,PG-13,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Hugh Hudson,9,5.2,2298,05-05-2000
I Got the Hook-Up!,10317779,10317779,3500000,27-May-98,R,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,17,3.3,985,27-05-1998
I Heart Huckabees,12784713,14584713,22000000,1-Oct-04,R,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,62,6.8,35878,01-10-2004
I Know What You Did Last Summer,72250091,125250091,17000000,17-Oct-97,R,Sony Pictures,Based on Book/Short Story,Horror,Contemporary Fiction,,36,5.4,36807,17-10-1997
I Love You Ö Don't Touch Me!,33598,33598,68000,20-Feb-98,,MGM,,,,,0,5.6,298,20-02-1998
"I Love You, Beth Cooper",14800725,16382538,18000000,10-Jul-09,PG-13,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,Chris Columbus,0,5.9,179,10-07-2009
I Married a Strange Person,203134,203134,250000,28-Aug-98,,Lionsgate,,Comedy,,,0,6.8,865,28-08-1998
I Now Pronounce You Chuck and Larry,119725280,185708462,85000000,20-Jul-07,PG-13,Universal,Original Screenplay,Comedy,Contemporary Fiction,Dennis Dugan,14,6.1,46347,20-07-2007
I Spy,33561137,33561137,70000000,1-Nov-02,PG-13,Sony Pictures,Based on TV,Action,Contemporary Fiction,Betty Thomas,15,5.3,18061,01-11-2002
I Still Know What You Did Last Summer,40020622,40020622,24000000,13-Nov-98,R,Sony Pictures,Based on Book/Short Story,Horror,Contemporary Fiction,,8,4.1,23268,13-11-1998
I Think I Love My Wife,12559771,13205411,14000000,16-Mar-07,R,Fox Searchlight,Remake,Romantic Comedy,Contemporary Fiction,Chris Rock,19,5.5,8643,16-03-2007
I am Legend,256393010,585055701,150000000,14-Dec-07,PG-13,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Francis Lawrence,69,7.1,153631,14-12-2007
I'm Not There,4017609,11498547,20000000,21-Nov-07,R,Weinstein Co.,Based on Real Life Events,Drama,Dramatization,Todd Haynes,76,7.1,23078,21-11-2007
"I, Robot",144801023,348601023,105000000,16-Jul-04,PG-13,20th Century Fox,Based on Book/Short Story,Action,Science Fiction,Alex Proyas,58,0.0,0,16-07-2004
Ice Age,176387405,383257136,65000000,15-Mar-02,PG,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,Chris Wedge,77,7.4,75552,15-03-2002
Ice Age: Dawn of the Dinosaurs,196573705,886685941,90000000,1-Jul-09,PG,20th Century Fox,Original Screenplay,Adventure,Fantasy,Carlos Saldanha,0,7.1,33289,01-07-2009
Ice Age: The Meltdown,195330621,651899282,75000000,31-Mar-06,PG,20th Century Fox,Original Screenplay,Adventure,Fantasy,Carlos Saldanha,0,6.9,50981,31-03-2006
Ice Princess,24381334,25732334,25000000,18-Mar-05,G,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,52,6.0,7106,18-03-2005
Identity,52131264,90231264,28000000,25-Apr-03,R,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,James Mangold,62,7.3,57909,25-04-2003
Idle Hands,4023741,4023741,15000000,30-Apr-99,R,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,15,5.8,16157,30-04-1999
Idlewild,12669914,12669914,15000000,25-Aug-06,R,Universal,Original Screenplay,Musical,Historical Fiction,,47,5.8,3056,25-08-2006
Igby Goes Down,4777465,4777465,9000000,13-Sep-02,R,MGM,Original Screenplay,Comedy,Contemporary Fiction,,76,7.0,19050,13-09-2002
Igor,19528188,26608350,30000000,19-Sep-08,PG,MGM,Original Screenplay,Comedy,Kids Fiction,,35,6.0,6614,19-09-2008
"Il buono, il brutto, il cattivo",6100000,6100000,1200000,29-Dec-67,,United Artists,Original Screenplay,Western,Historical Fiction,Sergio Leone,0,6.8,104,29-12-1967
Illuminata,836641,836641,10000000,6-Aug-99,R,Artisan,Based on Play,Drama,Historical Fiction,,0,6.1,1100,06-08-1999
Imaginary Heroes,228524,290875,10000000,17-Dec-04,R,Sony Pictures Classics,Original Screenplay,Drama,,,35,7.2,6057,17-12-2004
Imagine Me & You,672243,972243,7900000,27-Jan-06,R,Fox Searchlight,Original Screenplay,Romantic Comedy,Contemporary Fiction,,0,6.7,9534,27-01-2006
Imagine That,16123323,16123323,55000000,12-Jun-09,PG,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Karey Kirkpatrick,38,5.4,3092,12-06-2009
Impostor,6114237,6114237,40000000,4-Jan-02,PG-13,Miramax,Based on Book/Short Story,Thriller/Suspense,Science Fiction,,0,6.0,9020,04-01-2002
In & Out,63826569,83226569,35000000,19-Sep-97,PG-13,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Frank Oz,71,6.1,18773,19-09-1997
In Bruges,7800825,30782621,15000000,8-Feb-08,R,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,,80,8.1,97876,08-02-2008
In Cold Blood,13000000,13000000,3500000,1967-01-01,,,,,,Richard Brooks,88,8.1,10562,01-01-1967
In Dreams,12017369,12017369,30000000,15-Jan-99,R,Dreamworks SKG,Based on Book/Short Story,Horror,Contemporary Fiction,Neil Jordan,22,5.3,7138,15-01-1999
In Good Company,45489752,63489752,26000000,29-Dec-04,PG-13,Universal,Original Screenplay,Comedy,Contemporary Fiction,Paul Weitz,84,6.8,25695,29-12-2004
In Her Line of Fire,884,884,1000000,21-Apr-06,R,Regent Releasing,Original Screenplay,Action,Contemporary Fiction,,0,3.5,337,21-04-2006
In Too Deep,14026509,14026509,7000000,25-Aug-99,R,Gramercy,Original Screenplay,Drama,Contemporary Fiction,,36,5.5,2529,25-08-1999
In the Bedroom,35930604,43430604,1700000,23-Nov-01,R,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Todd Field,93,7.5,20888,23-11-2001
In the Company of Men,2883661,2883661,25000,1-Aug-97,R,Sony Pictures Classics,Based on Play,Drama,Contemporary Fiction,Neil LaBute,89,7.2,7601,01-08-1997
In the Cut,4717455,23693646,12000000,22-Oct-03,R,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Jane Campion,34,5.2,11590,22-10-2003
In the Heat of the Night,24379978,24379978,2000000,2-Aug-67,,MGM,,,,Norman Jewison,96,8.1,22429,02-08-1967
In the Land of Women,11052958,14140402,10500000,20-Apr-07,PG-13,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,44,6.7,13550,20-04-2007
In the Shadow of the Moon,1134358,1134358,2000000,7-Sep-07,PG,ThinkFilm,Based on Real Life Events,Documentary,Factual,,94,8.0,2974,07-09-2007
In the Valley of Elah,6777741,24489150,23000000,14-Sep-07,R,Warner Bros.,Based on Real Life Events,Drama,Dramatization,Paul Haggis,73,7.4,27529,14-09-2007
Inception,285630280,753830280,160000000,16-Jul-10,PG-13,Warner Bros.,Original Screenplay,Thriller/Suspense,Science Fiction,Christopher Nolan,87,9.1,188247,16-07-2010
Inchon,4408636,4408636,46000000,17-Sep-82,,MGM,Original Screenplay,Drama,Historical Fiction,,0,3.0,326,17-09-1982
Independence Day,306169255,817400878,75000000,2-Jul-96,PG-13,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Roland Emmerich,61,6.5,149493,02-07-1996
Indiana Jones and the Kingdom of the Crystal Skull,317023851,786558145,185000000,22-May-08,PG-13,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,77,6.6,135071,22-05-2008
Indiana Jones and the Last Crusade,197171806,474171806,48000000,24-May-89,,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,89,8.3,171572,24-05-1989
Indiana Jones and the Temple of Doom,179880271,333080271,28000000,23-May-84,,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,85,7.5,110761,23-05-1984
IndigËnes,320700,6877936,18900000,15-Dec-06,Not Rated,Weinstein Co.,Original Screenplay,Drama,Historical Fiction,,0,7.2,5775,15-12-2006
Infamous,1151330,2613717,13000000,13-Oct-06,R,Warner Independent,Based on Book/Short Story,Drama,Dramatization,,72,7.1,6917,13-10-2006
Inglourious Basterds,120831050,320389438,70000000,21-Aug-09,R,Weinstein Co.,Original Screenplay,Action,Historical Fiction,Quentin Tarantino,88,8.4,178742,21-08-2009
Inkheart,17303424,58051454,60000000,23-Jan-09,PG,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Iain Softley,40,6.1,14157,23-01-2009
Inside Deep Throat,691880,691880,2000000,11-Feb-05,NC-17,Universal,Based on Real Life Events,Documentary,Factual,,0,6.9,3264,11-02-2005
Inside Man,88634237,184634237,50000000,24-Mar-06,R,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Spike Lee,86,7.7,86229,24-03-2006
Insomnia,67263182,113622499,46000000,24-May-02,R,Warner Bros.,Remake,Thriller/Suspense,Contemporary Fiction,Christopher Nolan,92,6.3,33,24-05-2002
Inspector Gadget,97387965,97387965,75000000,23-Jul-99,PG,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,21,3.9,13881,23-07-1999
Instinct,34105207,34105207,55000000,4-Jun-99,R,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Jon Turteltaub,27,6.2,15388,04-06-1999
Interview with the Assassin,47329,47329,750000,15-Nov-02,R,,,,,,67,6.6,1107,15-11-2002
Interview with the Vampire: The Vampire Chronicles,105264608,223564608,50000000,11-Nov-94,R,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,Neil Jordan,0,7.4,78953,11-11-1994
Into the Blue,18782227,41982227,50000000,30-Sep-05,PG-13,Sony Pictures,Original Screenplay,Adventure,Contemporary Fiction,,21,5.7,22859,30-09-2005
Into the Wild,18354356,53813837,20000000,21-Sep-07,R,Paramount Vantage,Based on Book/Short Story,Drama,Contemporary Fiction,Sean Penn,82,8.2,99464,21-09-2007
Intolerable Cruelty,35327628,121327628,60000000,10-Oct-03,PG-13,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Joel Coen,75,6.4,36323,10-10-2003
Intolerance,,,385907,5-Sep-16,,,,,,,96,0.0,0,05-09-2016
Invaders from Mars,4884663,4984663,12000000,6-Jun-86,,Cannon,Remake,Horror,Science Fiction,Tobe Hooper,27,5.0,1933,06-06-1986
Ira and Abby,221096,221096,3500000,14-Sep-07,R,Magnolia Pictures,Original Screenplay,Comedy,Contemporary Fiction,,0,6.3,855,14-09-2007
Iraq for Sale: The War Profiteers,0,0,775000,8-Sep-06,,,Based on Real Life Events,Documentary,Factual,,100,7.8,854,08-09-2006
Iris,5580479,15035827,5500000,14-Dec-01,R,Miramax,Based on Book/Short Story,Drama,Dramatization,,79,5.8,44,14-12-2001
Iron Man,318604126,582604126,186000000,2-May-08,PG-13,Paramount Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Jon Favreau,94,7.9,174040,02-05-2008
Iron Man 2,312128345,622128345,170000000,7-May-10,PG-13,Paramount Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Jon Favreau,74,7.3,61256,07-05-2010
Ishtar,14375181,14375181,40000000,15-May-87,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,19,3.7,6094,15-05-1987
Isn't She Great,2954405,2954405,36000000,28-Jan-00,R,Universal,Based on Magazine Article,Comedy,Contemporary Fiction,Andrew Bergman,25,4.9,1426,28-01-2000
It Happened One Night,2500000,2500000,325000,1934-01-01,,,,Romantic Comedy,,Frank Capra,97,8.3,25074,01-01-1934
